"Code","Preferred Term","Relationship","Code2","Preferred Term2"
"C5536","Prostate Squamous Cell Carcinoma","Disease_May_Have_Molecular_Abnormality","C82365","TMPRSS2-ERG Fusion Protein Expression"
"C5597","Prostate Undifferentiated Carcinoma","Disease_Mapped_To_Gene","C18139","ERG Gene"
"C5597","Prostate Undifferentiated Carcinoma","Disease_Mapped_To_Gene","C79904","TMPRSS2/ERG Fusion Gene"
"C5597","Prostate Undifferentiated Carcinoma","Disease_May_Have_Molecular_Abnormality","C82366","ERG Gene Rearrangement"
"C5597","Prostate Undifferentiated Carcinoma","Disease_May_Have_Molecular_Abnormality","C82365","TMPRSS2-ERG Fusion Protein Expression"
"C4320","Protoplasmic Astrocytoma","Disease_May_Have_Cytogenetic_Abnormality","C36453","Gain of Chromosome 7q"
"C4331","Psammomatous Meningioma","Disease_Mapped_To_Gene","C17425","NF2 Gene"
"C4331","Psammomatous Meningioma","Disease_May_Have_Cytogenetic_Abnormality","C36441","Gain of Chromosome 12q"
"C4331","Psammomatous Meningioma","Disease_May_Have_Cytogenetic_Abnormality","C36481","Gain of Chromosome 15q"
"C4331","Psammomatous Meningioma","Disease_May_Have_Cytogenetic_Abnormality","C36484","Gain of Chromosome 17q"
"C4331","Psammomatous Meningioma","Disease_May_Have_Cytogenetic_Abnormality","C36482","Gain of Chromosome 1q"
"C4331","Psammomatous Meningioma","Disease_May_Have_Cytogenetic_Abnormality","C36480","Gain of Chromosome 20q"
"C4331","Psammomatous Meningioma","Disease_May_Have_Cytogenetic_Abnormality","C36483","Gain of Chromosome 9q"
"C4331","Psammomatous Meningioma","Disease_May_Have_Cytogenetic_Abnormality","C36490","Loss of Chromosome 14"
"C4331","Psammomatous Meningioma","Disease_May_Have_Cytogenetic_Abnormality","C36501","Loss of Chromosome 1p"
"C4331","Psammomatous Meningioma","Disease_May_Have_Cytogenetic_Abnormality","C36491","Loss of Chromosome 22"
"C4331","Psammomatous Meningioma","Disease_May_Have_Cytogenetic_Abnormality","C36502","Loss of Chromosome 3p"
"C4331","Psammomatous Meningioma","Disease_May_Have_Molecular_Abnormality","C36686","NF2 Gene Inactivation"
"C4331","Psammomatous Meningioma","Disease_Pathogenesis_Involves_Gene","C17425","NF2 Gene"
"C4331","Psammomatous Meningioma","Disease_Pathogenesis_Involves_Gene","C52883","NF2 wt Allele"
"C3732","Pulmonary Blastoma","Disease_Mapped_To_Gene","C17757","EGFR Gene"
"C3732","Pulmonary Blastoma","Disease_Mapped_To_Gene","C17359","TP53 Gene"
"C3732","Pulmonary Blastoma","Disease_May_Have_Molecular_Abnormality","C36659","CTNNB1 Gene Mutation"
"C3732","Pulmonary Blastoma","Disease_May_Have_Molecular_Abnormality","C98357","EGFR Gene Mutation"
"C3732","Pulmonary Blastoma","Disease_May_Have_Molecular_Abnormality","C36329","TP53 Gene Inactivation"
"C9383","Rectal Adenocarcinoma","Disease_Mapped_To_Gene","C17567","APC Gene"
"C9383","Rectal Adenocarcinoma","Disease_Mapped_To_Gene","C18363","BRAF Gene"
"C9383","Rectal Adenocarcinoma","Disease_Mapped_To_Gene","C25785","KRAS Gene"
"C9383","Rectal Adenocarcinoma","Disease_Mapped_To_Gene","C17359","TP53 Gene"
"C9383","Rectal Adenocarcinoma","Disease_May_Have_Molecular_Abnormality","C36683","APC Gene Inactivation"
"C9383","Rectal Adenocarcinoma","Disease_May_Have_Molecular_Abnormality","C40430","BRAF Gene Mutation"
"C9383","Rectal Adenocarcinoma","Disease_May_Have_Molecular_Abnormality","C36665","KRAS2 Gene Amplification"
"C9383","Rectal Adenocarcinoma","Disease_May_Have_Molecular_Abnormality","C43597","MYC Gene Mutation"
"C9383","Rectal Adenocarcinoma","Disease_May_Have_Molecular_Abnormality","C36329","TP53 Gene Inactivation"
"C43594","Rectal Adenosquamous Carcinoma","Disease_Mapped_To_Gene","C17567","APC Gene"
"C43594","Rectal Adenosquamous Carcinoma","Disease_Mapped_To_Gene","C18363","BRAF Gene"
"C43594","Rectal Adenosquamous Carcinoma","Disease_Mapped_To_Gene","C25785","KRAS Gene"
"C43594","Rectal Adenosquamous Carcinoma","Disease_Mapped_To_Gene","C17359","TP53 Gene"
"C43594","Rectal Adenosquamous Carcinoma","Disease_May_Have_Molecular_Abnormality","C36683","APC Gene Inactivation"
"C43594","Rectal Adenosquamous Carcinoma","Disease_May_Have_Molecular_Abnormality","C40430","BRAF Gene Mutation"
"C43594","Rectal Adenosquamous Carcinoma","Disease_May_Have_Molecular_Abnormality","C36665","KRAS2 Gene Amplification"
"C43594","Rectal Adenosquamous Carcinoma","Disease_May_Have_Molecular_Abnormality","C43597","MYC Gene Mutation"
"C43594","Rectal Adenosquamous Carcinoma","Disease_May_Have_Molecular_Abnormality","C36329","TP53 Gene Inactivation"
"C9382","Rectal Carcinoma","Disease_Mapped_To_Gene","C17567","APC Gene"
"C9382","Rectal Carcinoma","Disease_Mapped_To_Gene","C18363","BRAF Gene"
"C9382","Rectal Carcinoma","Disease_Mapped_To_Gene","C25785","KRAS Gene"
"C9382","Rectal Carcinoma","Disease_Mapped_To_Gene","C17359","TP53 Gene"
"C9382","Rectal Carcinoma","Disease_May_Have_Molecular_Abnormality","C36683","APC Gene Inactivation"
"C9382","Rectal Carcinoma","Disease_May_Have_Molecular_Abnormality","C40430","BRAF Gene Mutation"
"C9382","Rectal Carcinoma","Disease_May_Have_Molecular_Abnormality","C36665","KRAS2 Gene Amplification"
"C9382","Rectal Carcinoma","Disease_May_Have_Molecular_Abnormality","C43597","MYC Gene Mutation"
"C9382","Rectal Carcinoma","Disease_May_Have_Molecular_Abnormality","C36329","TP53 Gene Inactivation"
"C60640","Rectal Medullary Carcinoma","Disease_Has_Molecular_Abnormality","C36493","High-Frequency Microsatellite Instability"
"C60640","Rectal Medullary Carcinoma","Disease_Mapped_To_Gene","C17567","APC Gene"
"C60640","Rectal Medullary Carcinoma","Disease_Mapped_To_Gene","C18363","BRAF Gene"
"C60640","Rectal Medullary Carcinoma","Disease_Mapped_To_Gene","C25785","KRAS Gene"
"C60640","Rectal Medullary Carcinoma","Disease_Mapped_To_Gene","C17359","TP53 Gene"
"C60640","Rectal Medullary Carcinoma","Disease_May_Have_Molecular_Abnormality","C36683","APC Gene Inactivation"
"C60640","Rectal Medullary Carcinoma","Disease_May_Have_Molecular_Abnormality","C40430","BRAF Gene Mutation"
"C60640","Rectal Medullary Carcinoma","Disease_May_Have_Molecular_Abnormality","C36665","KRAS2 Gene Amplification"
"C60640","Rectal Medullary Carcinoma","Disease_May_Have_Molecular_Abnormality","C43597","MYC Gene Mutation"
"C60640","Rectal Medullary Carcinoma","Disease_May_Have_Molecular_Abnormality","C36329","TP53 Gene Inactivation"
"C7973","Rectal Mucinous Adenocarcinoma","Disease_Mapped_To_Gene","C17567","APC Gene"
"C7973","Rectal Mucinous Adenocarcinoma","Disease_Mapped_To_Gene","C18363","BRAF Gene"
"C7973","Rectal Mucinous Adenocarcinoma","Disease_Mapped_To_Gene","C25785","KRAS Gene"
"C7973","Rectal Mucinous Adenocarcinoma","Disease_Mapped_To_Gene","C17359","TP53 Gene"
"C7973","Rectal Mucinous Adenocarcinoma","Disease_May_Have_Molecular_Abnormality","C36683","APC Gene Inactivation"
"C7973","Rectal Mucinous Adenocarcinoma","Disease_May_Have_Molecular_Abnormality","C40430","BRAF Gene Mutation"
"C7973","Rectal Mucinous Adenocarcinoma","Disease_May_Have_Molecular_Abnormality","C36665","KRAS2 Gene Amplification"
"C7973","Rectal Mucinous Adenocarcinoma","Disease_May_Have_Molecular_Abnormality","C43597","MYC Gene Mutation"
"C7973","Rectal Mucinous Adenocarcinoma","Disease_May_Have_Molecular_Abnormality","C36329","TP53 Gene Inactivation"
"C96487","Rectal Serrated Adenocarcinoma","Disease_Mapped_To_Gene","C17567","APC Gene"
"C96487","Rectal Serrated Adenocarcinoma","Disease_Mapped_To_Gene","C18363","BRAF Gene"
"C96487","Rectal Serrated Adenocarcinoma","Disease_Mapped_To_Gene","C25785","KRAS Gene"
"C96487","Rectal Serrated Adenocarcinoma","Disease_Mapped_To_Gene","C17359","TP53 Gene"
"C96487","Rectal Serrated Adenocarcinoma","Disease_May_Have_Molecular_Abnormality","C36683","APC Gene Inactivation"
"C96487","Rectal Serrated Adenocarcinoma","Disease_May_Have_Molecular_Abnormality","C40430","BRAF Gene Mutation"
"C96487","Rectal Serrated Adenocarcinoma","Disease_May_Have_Molecular_Abnormality","C36665","KRAS2 Gene Amplification"
"C96487","Rectal Serrated Adenocarcinoma","Disease_May_Have_Molecular_Abnormality","C43597","MYC Gene Mutation"
"C96487","Rectal Serrated Adenocarcinoma","Disease_May_Have_Molecular_Abnormality","C36329","TP53 Gene Inactivation"
"C96465","Rectal Sessile Serrated Adenoma/Polyp","Disease_Mapped_To_Gene","C18363","BRAF Gene"
"C96465","Rectal Sessile Serrated Adenoma/Polyp","Disease_May_Have_Molecular_Abnormality","C40430","BRAF Gene Mutation"
"C96465","Rectal Sessile Serrated Adenoma/Polyp","Disease_May_Have_Molecular_Abnormality","C36318","Microsatellite Instability"
"C9168","Rectal Signet Ring Cell Adenocarcinoma","Disease_Mapped_To_Gene","C17567","APC Gene"
"C9168","Rectal Signet Ring Cell Adenocarcinoma","Disease_Mapped_To_Gene","C18363","BRAF Gene"
"C9168","Rectal Signet Ring Cell Adenocarcinoma","Disease_Mapped_To_Gene","C25785","KRAS Gene"
"C9168","Rectal Signet Ring Cell Adenocarcinoma","Disease_Mapped_To_Gene","C17359","TP53 Gene"
"C9168","Rectal Signet Ring Cell Adenocarcinoma","Disease_May_Have_Molecular_Abnormality","C36683","APC Gene Inactivation"
"C9168","Rectal Signet Ring Cell Adenocarcinoma","Disease_May_Have_Molecular_Abnormality","C40430","BRAF Gene Mutation"
"C9168","Rectal Signet Ring Cell Adenocarcinoma","Disease_May_Have_Molecular_Abnormality","C36665","KRAS2 Gene Amplification"
"C9168","Rectal Signet Ring Cell Adenocarcinoma","Disease_May_Have_Molecular_Abnormality","C43597","MYC Gene Mutation"
"C9168","Rectal Signet Ring Cell Adenocarcinoma","Disease_May_Have_Molecular_Abnormality","C36329","TP53 Gene Inactivation"
"C60639","Rectal Small Cell Neuroendocrine Carcinoma","Disease_Mapped_To_Gene","C17567","APC Gene"
"C60639","Rectal Small Cell Neuroendocrine Carcinoma","Disease_Mapped_To_Gene","C18363","BRAF Gene"
"C60639","Rectal Small Cell Neuroendocrine Carcinoma","Disease_Mapped_To_Gene","C25785","KRAS Gene"
"C60639","Rectal Small Cell Neuroendocrine Carcinoma","Disease_Mapped_To_Gene","C17359","TP53 Gene"
"C60639","Rectal Small Cell Neuroendocrine Carcinoma","Disease_May_Have_Molecular_Abnormality","C36683","APC Gene Inactivation"
"C60639","Rectal Small Cell Neuroendocrine Carcinoma","Disease_May_Have_Molecular_Abnormality","C40430","BRAF Gene Mutation"
"C60639","Rectal Small Cell Neuroendocrine Carcinoma","Disease_May_Have_Molecular_Abnormality","C36665","KRAS2 Gene Amplification"
"C60639","Rectal Small Cell Neuroendocrine Carcinoma","Disease_May_Have_Molecular_Abnormality","C43597","MYC Gene Mutation"
"C60639","Rectal Small Cell Neuroendocrine Carcinoma","Disease_May_Have_Molecular_Abnormality","C36329","TP53 Gene Inactivation"
"C5554","Rectal Squamous Cell Carcinoma","Disease_Mapped_To_Gene","C17567","APC Gene"
"C5554","Rectal Squamous Cell Carcinoma","Disease_Mapped_To_Gene","C18363","BRAF Gene"
"C5554","Rectal Squamous Cell Carcinoma","Disease_Mapped_To_Gene","C25785","KRAS Gene"
"C5554","Rectal Squamous Cell Carcinoma","Disease_Mapped_To_Gene","C17359","TP53 Gene"
"C5554","Rectal Squamous Cell Carcinoma","Disease_May_Have_Molecular_Abnormality","C36683","APC Gene Inactivation"
"C5554","Rectal Squamous Cell Carcinoma","Disease_May_Have_Molecular_Abnormality","C40430","BRAF Gene Mutation"
"C5554","Rectal Squamous Cell Carcinoma","Disease_May_Have_Molecular_Abnormality","C36665","KRAS2 Gene Amplification"
"C5554","Rectal Squamous Cell Carcinoma","Disease_May_Have_Molecular_Abnormality","C43597","MYC Gene Mutation"
"C5554","Rectal Squamous Cell Carcinoma","Disease_May_Have_Molecular_Abnormality","C36329","TP53 Gene Inactivation"
"C96463","Rectal Traditional Serrated Adenoma","Disease_Mapped_To_Gene","C18363","BRAF Gene"
"C96463","Rectal Traditional Serrated Adenoma","Disease_Mapped_To_Gene","C25785","KRAS Gene"
"C96463","Rectal Traditional Serrated Adenoma","Disease_May_Have_Molecular_Abnormality","C40430","BRAF Gene Mutation"
"C96463","Rectal Traditional Serrated Adenoma","Disease_May_Have_Molecular_Abnormality","C41361","KRAS Gene Mutation"
"C7974","Rectal Undifferentiated Carcinoma","Disease_Has_Molecular_Abnormality","C36493","High-Frequency Microsatellite Instability"
"C7974","Rectal Undifferentiated Carcinoma","Disease_Mapped_To_Gene","C17567","APC Gene"
"C7974","Rectal Undifferentiated Carcinoma","Disease_Mapped_To_Gene","C18363","BRAF Gene"
"C7974","Rectal Undifferentiated Carcinoma","Disease_Mapped_To_Gene","C25785","KRAS Gene"
"C7974","Rectal Undifferentiated Carcinoma","Disease_Mapped_To_Gene","C17359","TP53 Gene"
"C7974","Rectal Undifferentiated Carcinoma","Disease_May_Have_Molecular_Abnormality","C36683","APC Gene Inactivation"
"C7974","Rectal Undifferentiated Carcinoma","Disease_May_Have_Molecular_Abnormality","C40430","BRAF Gene Mutation"
"C7974","Rectal Undifferentiated Carcinoma","Disease_May_Have_Molecular_Abnormality","C36665","KRAS2 Gene Amplification"
"C7974","Rectal Undifferentiated Carcinoma","Disease_May_Have_Molecular_Abnormality","C43597","MYC Gene Mutation"
"C7974","Rectal Undifferentiated Carcinoma","Disease_May_Have_Molecular_Abnormality","C36329","TP53 Gene Inactivation"
"C43584","Rectosigmoid Adenocarcinoma","Disease_Mapped_To_Gene","C17567","APC Gene"
"C43584","Rectosigmoid Adenocarcinoma","Disease_Mapped_To_Gene","C18363","BRAF Gene"
"C43584","Rectosigmoid Adenocarcinoma","Disease_Mapped_To_Gene","C25785","KRAS Gene"
"C43584","Rectosigmoid Adenocarcinoma","Disease_Mapped_To_Gene","C17359","TP53 Gene"
"C43584","Rectosigmoid Adenocarcinoma","Disease_May_Have_Molecular_Abnormality","C36683","APC Gene Inactivation"
"C43584","Rectosigmoid Adenocarcinoma","Disease_May_Have_Molecular_Abnormality","C40430","BRAF Gene Mutation"
"C43584","Rectosigmoid Adenocarcinoma","Disease_May_Have_Molecular_Abnormality","C36493","High-Frequency Microsatellite Instability"
"C43584","Rectosigmoid Adenocarcinoma","Disease_May_Have_Molecular_Abnormality","C36665","KRAS2 Gene Amplification"
"C43584","Rectosigmoid Adenocarcinoma","Disease_May_Have_Molecular_Abnormality","C43597","MYC Gene Mutation"
"C43584","Rectosigmoid Adenocarcinoma","Disease_May_Have_Molecular_Abnormality","C36329","TP53 Gene Inactivation"
"C7421","Rectosigmoid Carcinoma","Disease_Mapped_To_Gene","C17567","APC Gene"
"C7421","Rectosigmoid Carcinoma","Disease_Mapped_To_Gene","C18363","BRAF Gene"
"C7421","Rectosigmoid Carcinoma","Disease_Mapped_To_Gene","C25785","KRAS Gene"
"C7421","Rectosigmoid Carcinoma","Disease_Mapped_To_Gene","C17359","TP53 Gene"
"C7421","Rectosigmoid Carcinoma","Disease_May_Have_Molecular_Abnormality","C36683","APC Gene Inactivation"
"C7421","Rectosigmoid Carcinoma","Disease_May_Have_Molecular_Abnormality","C40430","BRAF Gene Mutation"
"C7421","Rectosigmoid Carcinoma","Disease_May_Have_Molecular_Abnormality","C36493","High-Frequency Microsatellite Instability"
"C7421","Rectosigmoid Carcinoma","Disease_May_Have_Molecular_Abnormality","C36665","KRAS2 Gene Amplification"
"C7421","Rectosigmoid Carcinoma","Disease_May_Have_Molecular_Abnormality","C43597","MYC Gene Mutation"
"C7421","Rectosigmoid Carcinoma","Disease_May_Have_Molecular_Abnormality","C36329","TP53 Gene Inactivation"
"C43592","Rectosigmoid Mucinous Adenocarcinoma","Disease_Mapped_To_Gene","C17567","APC Gene"
"C43592","Rectosigmoid Mucinous Adenocarcinoma","Disease_Mapped_To_Gene","C18363","BRAF Gene"
"C43592","Rectosigmoid Mucinous Adenocarcinoma","Disease_Mapped_To_Gene","C25785","KRAS Gene"
"C43592","Rectosigmoid Mucinous Adenocarcinoma","Disease_Mapped_To_Gene","C17359","TP53 Gene"
"C43592","Rectosigmoid Mucinous Adenocarcinoma","Disease_May_Have_Molecular_Abnormality","C36683","APC Gene Inactivation"
"C43592","Rectosigmoid Mucinous Adenocarcinoma","Disease_May_Have_Molecular_Abnormality","C40430","BRAF Gene Mutation"
"C43592","Rectosigmoid Mucinous Adenocarcinoma","Disease_May_Have_Molecular_Abnormality","C36493","High-Frequency Microsatellite Instability"
"C43592","Rectosigmoid Mucinous Adenocarcinoma","Disease_May_Have_Molecular_Abnormality","C36665","KRAS2 Gene Amplification"
"C43592","Rectosigmoid Mucinous Adenocarcinoma","Disease_May_Have_Molecular_Abnormality","C43597","MYC Gene Mutation"
"C43592","Rectosigmoid Mucinous Adenocarcinoma","Disease_May_Have_Molecular_Abnormality","C36329","TP53 Gene Inactivation"
"C43593","Rectosigmoid Signet Ring Cell Carcinoma","Disease_Mapped_To_Gene","C17567","APC Gene"
"C43593","Rectosigmoid Signet Ring Cell Carcinoma","Disease_Mapped_To_Gene","C18363","BRAF Gene"
"C43593","Rectosigmoid Signet Ring Cell Carcinoma","Disease_Mapped_To_Gene","C25785","KRAS Gene"
"C43593","Rectosigmoid Signet Ring Cell Carcinoma","Disease_Mapped_To_Gene","C17359","TP53 Gene"
"C43593","Rectosigmoid Signet Ring Cell Carcinoma","Disease_May_Have_Molecular_Abnormality","C36683","APC Gene Inactivation"
"C43593","Rectosigmoid Signet Ring Cell Carcinoma","Disease_May_Have_Molecular_Abnormality","C40430","BRAF Gene Mutation"
"C43593","Rectosigmoid Signet Ring Cell Carcinoma","Disease_May_Have_Molecular_Abnormality","C36493","High-Frequency Microsatellite Instability"
"C43593","Rectosigmoid Signet Ring Cell Carcinoma","Disease_May_Have_Molecular_Abnormality","C36665","KRAS2 Gene Amplification"
"C43593","Rectosigmoid Signet Ring Cell Carcinoma","Disease_May_Have_Molecular_Abnormality","C43597","MYC Gene Mutation"
"C43593","Rectosigmoid Signet Ring Cell Carcinoma","Disease_May_Have_Molecular_Abnormality","C36329","TP53 Gene Inactivation"
"C2872","Refractory Anemia","Disease_May_Have_Cytogenetic_Abnormality","C36455","Gain of Chromosome 8"
"C2872","Refractory Anemia","Disease_May_Have_Cytogenetic_Abnormality","C36403","Loss of Chromosome 20q"
"C82596","Refractory Cytopenia of Childhood","Disease_May_Have_Cytogenetic_Abnormality","C36411","Monosomy 7"
"C39802","Renal Cell Carcinoma Associated with inv(X)(p11;q12)","Disease_Has_Cytogenetic_Abnormality","C39801","inv(X)(p11;q12)"
"C39802","Renal Cell Carcinoma Associated with inv(X)(p11;q12)","Disease_Has_Molecular_Abnormality","C39806","NONO-TFE3 Fusion Protein Expression"
"C39802","Renal Cell Carcinoma Associated with inv(X)(p11;q12)","Disease_Mapped_To_Gene","C101061","NONO/TFE3 Fusion Gene"
"C39802","Renal Cell Carcinoma Associated with inv(X)(p11;q12)","Disease_Mapped_To_Gene","C24854","TFE3 Gene"
"C39802","Renal Cell Carcinoma Associated with inv(X)(p11;q12)","Disease_Pathogenesis_Involves_Gene","C101061","NONO/TFE3 Fusion Gene"
"C37874","Renal Cell Carcinoma Associated with t(X;1)(p11.2;p34)","Disease_Has_Cytogenetic_Abnormality","C37875","t(X;1)(p11.2;p34)"
"C37874","Renal Cell Carcinoma Associated with t(X;1)(p11.2;p34)","Disease_Has_Molecular_Abnormality","C39805","PSF-TFE3 Fusion Protein Expression"
"C37874","Renal Cell Carcinoma Associated with t(X;1)(p11.2;p34)","Disease_Mapped_To_Gene","C99690","SFPQ/TFE3 Fusion Gene"
"C37874","Renal Cell Carcinoma Associated with t(X;1)(p11.2;p34)","Disease_Mapped_To_Gene","C24854","TFE3 Gene"
"C37874","Renal Cell Carcinoma Associated with t(X;1)(p11.2;p34)","Disease_Pathogenesis_Involves_Gene","C99690","SFPQ/TFE3 Fusion Gene"
"C37872","Renal Cell Carcinoma Associated with t(X;1)(p11.2;q21)","Disease_Has_Cytogenetic_Abnormality","C37873","t(X;1)(p11.2;q21)"
"C37872","Renal Cell Carcinoma Associated with t(X;1)(p11.2;q21)","Disease_Has_Molecular_Abnormality","C39803","PRCC-TFE3 Fusion Protein Expression"
"C37872","Renal Cell Carcinoma Associated with t(X;1)(p11.2;q21)","Disease_Mapped_To_Gene","C99376","PRCC/TFE3 Fusion Gene"
"C37872","Renal Cell Carcinoma Associated with t(X;1)(p11.2;q21)","Disease_Mapped_To_Gene","C24854","TFE3 Gene"
"C37872","Renal Cell Carcinoma Associated with t(X;1)(p11.2;q21)","Disease_Pathogenesis_Involves_Gene","C99376","PRCC/TFE3 Fusion Gene"
"C37876","Renal Cell Carcinoma Associated with t(X;17)(p11.2;q25)","Disease_Has_Cytogenetic_Abnormality","C6822","Balanced Chromosomal Translocation"
"C37876","Renal Cell Carcinoma Associated with t(X;17)(p11.2;q25)","Disease_Has_Cytogenetic_Abnormality","C36392","t(X;17)(p11.2;q25)"
"C37876","Renal Cell Carcinoma Associated with t(X;17)(p11.2;q25)","Disease_Has_Molecular_Abnormality","C37248","ASPL-TFE3 Fusion Protein Expression"
"C37876","Renal Cell Carcinoma Associated with t(X;17)(p11.2;q25)","Disease_Mapped_To_Gene","C24854","TFE3 Gene"
"C27891","Renal Cell Carcinoma Associated with Xp11.2 Translocations/TFE3 Gene Fusions","Disease_Mapped_To_Gene","C24854","TFE3 Gene"
"C27891","Renal Cell Carcinoma Associated with Xp11.2 Translocations/TFE3 Gene Fusions","Disease_Pathogenesis_Involves_Gene","C24854","TFE3 Gene"
"C27891","Renal Cell Carcinoma Associated with Xp11.2 Translocations/TFE3 Gene Fusions","Disease_Pathogenesis_Involves_Gene","C53110","TFE3 wt Allele"
"C39783","Retinal Hemangioblastoma","Disease_Mapped_To_Gene","C18261","VHL Gene"
"C7541","Retinoblastoma","Disease_Has_Molecular_Abnormality","C36339","Cell Cycle Deregulation"
"C7541","Retinoblastoma","Disease_Has_Molecular_Abnormality","C42600","RB-E2F Pathway Deregulation"
"C7541","Retinoblastoma","Disease_Has_Molecular_Abnormality","C36328","RB1 Gene Inactivation"
"C7541","Retinoblastoma","Disease_Mapped_To_Gene","C17360","RB1 Gene"
"C7541","Retinoblastoma","Disease_May_Have_Cytogenetic_Abnormality","C36497","Loss of Chromosome 13q"
"C7541","Retinoblastoma","Disease_May_Have_Molecular_Abnormality","C36673","NMYC Gene Amplification"
"C7541","Retinoblastoma","Disease_Pathogenesis_Involves_Gene","C17360","RB1 Gene"
"C7541","Retinoblastoma","Disease_Pathogenesis_Involves_Gene","C52102","RB1 wt Allele"
"C66812","Retinocytoma","Disease_Has_Molecular_Abnormality","C36328","RB1 Gene Inactivation"
"C8172","Retromolar Trigone Squamous Cell Carcinoma","Disease_Mapped_To_Gene","C17359","TP53 Gene"
"C6909","Rhabdoid Meningioma","Disease_May_Have_Cytogenetic_Abnormality","C36441","Gain of Chromosome 12q"
"C6909","Rhabdoid Meningioma","Disease_May_Have_Cytogenetic_Abnormality","C36481","Gain of Chromosome 15q"
"C6909","Rhabdoid Meningioma","Disease_May_Have_Cytogenetic_Abnormality","C36484","Gain of Chromosome 17q"
"C6909","Rhabdoid Meningioma","Disease_May_Have_Cytogenetic_Abnormality","C36482","Gain of Chromosome 1q"
"C6909","Rhabdoid Meningioma","Disease_May_Have_Cytogenetic_Abnormality","C36480","Gain of Chromosome 20q"
"C6909","Rhabdoid Meningioma","Disease_May_Have_Cytogenetic_Abnormality","C36483","Gain of Chromosome 9q"
"C6909","Rhabdoid Meningioma","Disease_May_Have_Cytogenetic_Abnormality","C36490","Loss of Chromosome 14"
"C6909","Rhabdoid Meningioma","Disease_May_Have_Cytogenetic_Abnormality","C36501","Loss of Chromosome 1p"
"C6909","Rhabdoid Meningioma","Disease_May_Have_Cytogenetic_Abnormality","C36491","Loss of Chromosome 22"
"C6909","Rhabdoid Meningioma","Disease_May_Have_Cytogenetic_Abnormality","C36502","Loss of Chromosome 3p"
"C6909","Rhabdoid Meningioma","Disease_May_Have_Molecular_Abnormality","C36686","NF2 Gene Inactivation"
"C3808","Rhabdoid Tumor","Disease_Mapped_To_Gene","C18394","SMARCB1 Gene"
"C3808","Rhabdoid Tumor","Disease_Pathogenesis_Involves_Gene","C18394","SMARCB1 Gene"
"C3808","Rhabdoid Tumor","Disease_Pathogenesis_Involves_Gene","C52113","SMARCB1 wt Allele"
"C8715","Rhabdoid Tumor of the Kidney","Disease_Has_Cytogenetic_Abnormality","C36491","Loss of Chromosome 22"
"C8715","Rhabdoid Tumor of the Kidney","Disease_Has_Molecular_Abnormality","C39813","SMARCB1 Gene Inactivation"
"C8715","Rhabdoid Tumor of the Kidney","Disease_Mapped_To_Gene","C18394","SMARCB1 Gene"
"C8026","Salivary Gland Adenoid Cystic Carcinoma","Disease_May_Have_Molecular_Abnormality","C36644","Loss of E-cadherin Expression"
"C5908","Salivary Gland Mucoepidermoid Carcinoma","Disease_Mapped_To_Gene","C99741","CRTC1/MAML2 Fusion Gene"
"C5908","Salivary Gland Mucoepidermoid Carcinoma","Disease_May_Have_Cytogenetic_Abnormality","C54217","t(11;19)(q14-21;p12-13)"
"C5908","Salivary Gland Mucoepidermoid Carcinoma","Disease_May_Have_Molecular_Abnormality","C54218","MECT1-MAML2 Fusion Protein Expression"
"C5908","Salivary Gland Mucoepidermoid Carcinoma","Disease_Pathogenesis_Involves_Gene","C99741","CRTC1/MAML2 Fusion Gene"
"C40409","Salivary Gland Pleomorphic Adenoma","Disease_Mapped_To_Gene","C99866","CTNNB1/PLAG1 Fusion Gene"
"C40409","Salivary Gland Pleomorphic Adenoma","Disease_Mapped_To_Gene","C20577","HMGA2 Gene"
"C40409","Salivary Gland Pleomorphic Adenoma","Disease_Mapped_To_Gene","C71423","PLAG1 Gene"
"C40409","Salivary Gland Pleomorphic Adenoma","Disease_May_Have_Cytogenetic_Abnormality","C43308","t(3;8)(p12;q21)"
"C40409","Salivary Gland Pleomorphic Adenoma","Disease_Pathogenesis_Involves_Gene","C99866","CTNNB1/PLAG1 Fusion Gene"
"C40409","Salivary Gland Pleomorphic Adenoma","Disease_Pathogenesis_Involves_Gene","C20577","HMGA2 Gene"
"C40409","Salivary Gland Pleomorphic Adenoma","Disease_Pathogenesis_Involves_Gene","C52075","HMGA2 wt Allele"
"C40409","Salivary Gland Pleomorphic Adenoma","Disease_Pathogenesis_Involves_Gene","C71423","PLAG1 Gene"
"C40409","Salivary Gland Pleomorphic Adenoma","Disease_Pathogenesis_Involves_Gene","C71424","PLAG1 wt Allele"
"C35703","Salivary Gland Small Cell Carcinoma","Disease_May_Have_Molecular_Abnormality","C36329","TP53 Gene Inactivation"
"C45655","Sarcomatoid Mesothelioma","Disease_Mapped_To_Gene","C18022","CDKN2A Gene"
"C3269","Schwannoma","Disease_Has_Molecular_Abnormality","C41424","Loss of Merlin Expression"
"C3269","Schwannoma","Disease_Mapped_To_Gene","C17425","NF2 Gene"
"C3269","Schwannoma","Disease_May_Have_Molecular_Abnormality","C36686","NF2 Gene Inactivation"
"C3269","Schwannoma","Disease_Pathogenesis_Involves_Gene","C17425","NF2 Gene"
"C3269","Schwannoma","Disease_Pathogenesis_Involves_Gene","C52883","NF2 wt Allele"
"C4189","Secretory Breast Carcinoma","Disease_Mapped_To_Gene","C18021","CCND1 Gene"
